start	end	text
5849640	5851640	交易商都是有這個人工智慧的幫忙
5853640	5855640	然後詐欺檢測
5855640	5857640	你在刷一個信用卡的時候
5857640	5859640	人工智慧就可以來判斷說
5859640	5861640	你這個刷卡是不是假的
5861640	5863640	是不是有詐欺的行為
5865640	5867640	然後信用評論
5867640	5869640	你要去跟銀行借錢
5869640	5871640	人工智慧就可以來判斷說
5871640	5873640	有你過去的財務的紀錄
5873640	5875640	信用卡的消費紀錄
5875640	5877640	來判斷說
5877640	5879640	信用是不是人可靠
5879640	5881640	我錢借給你你會不會賴帳
5881640	5883640	來判斷說
5883640	5885640	到底要不要借錢給你
5885640	5887640	這都是可以自動化
5887640	5889640	當然自動駕駛汽車
5889640	5891640	然後無人機的送貨
5891640	5893640	對不對
5893640	5895640	在美國很多個地方
5895640	5897640	都在實驗無人機的送貨
5897640	5899640	因為美國地大
5899640	5901640	地方比較大
5901640	5903640	有時候人家住在荒郊野外
5903640	5905640	那你要特別
5905640	5907640	那個人開一部車
5907640	5909640	貨送東西很不划算
5909640	5911640	所以就有這種所謂無人機的送貨
5911640	5913640	然後還有自動
5913640	5915640	傳口
5915640	5917640	既然車子可以自動開
5917640	5919640	那飛機當然可以
5919640	5921640	自動開而且飛機很少以前
5921640	5923640	就有自動駕駛對不對
5923640	5925640	那船當然也可以
5925640	5927640	大家知道說
5927640	5929640	去年的時候
5929640	5931640	有一個自動船
5931640	5933640	就是沒有人開了
5933640	5935640	自動駕駛的船
5935640	5937640	從英國開到
5937640	5939640	美國航行那個
5939640	5941640	大西洋
5941640	5943640	那為什麼會做這個
5943640	5945640	demo或這個展示
5945640	5947640	就是因為以前第一次
5947640	5949640	英國老百姓
5949640	5951640	移民到美國的時候
5951640	5953640	就是走這一條路線
5953640	5955640	從這個
5955640	5957640	英國的這個
5957640	5959640	開
5959640	5961640	就是那些移民
5961640	5963640	坐船能渡大西洋
5963640	5965640	到美國馬賽克
5965640	5967640	出塞州的這個prime house
5967640	5969640	就是那個大家看過
5969640	5971640	鐵達尼號有沒有
5971640	5973640	就是那鐵達尼號的航行的路線
5973640	5975640	那只是這次是
5975640	5977640	一條沒有人駕駛的船
5977640	5979640	就是客貨的公司
5979640	5981640	會來駕駛的
5981640	5983640	然後可以用的電池
5983640	5985640	三部推薦
5985640	5987640	你每次進到一個
5987640	5989640	貨物網站就會出現說
5989640	5991640	我剛剛在Google搜尋過這個東西
5991640	5993640	它就馬上出現在
5993640	5995640	我第一個畫面裡面
5995640	5997640	就是說根據你
5997640	5999640	過去的購物紀錄
5999640	6001640	它給你推薦你的商品
6001640	6003640	然後庫存管理
6003640	6005640	到底
6005640	6007640	我的這個商店裡面
6007640	6009640	我的庫存到底要放多少
6009640	6011640	它的公司會就可以根據你每個
6011640	6013640	產品的暢銷度
6013640	6015640	賣的很好的產品
6015640	6017640	就會建議你庫存多一點
6017640	6019640	賣的不好的產品就是說
6019640	6021640	那庫存少一點
6023640	6025640	那製造業也是一樣
6025640	6027640	就是
6027640	6029640	能工智慧可以來看看你的機器
6029640	6031640	到底用了多久了
6031640	6033640	那應該休息
6033640	6035640	維修了不然它就會壞掉
6035640	6037640	因為
6037640	6039640	一個工廠可能有很多機器
6039640	6041640	每個機器有不同的人在用
6041640	6043640	那有的機器用的
6043640	6045640	比較平緩有的機器可能用的
6045640	6047640	比較不平緩
6047640	6049640	修價比較多
6049640	6051640	每個機器的維修
6051640	6053640	的時間不一樣
6053640	6055640	那能工智慧可以來控制
6055640	6057640	然後品質控制
6057640	6059640	剛剛講的能工智慧可以來分析
6059640	6061640	你產品的圖像
6061640	6063640	來判斷說它是不是
6063640	6065640	有些限
6065640	6067640	嘉義也是可以用
6067640	6069640	能工智慧譬如說
6069640	6071640	個性化的學習
6071640	6073640	能工智慧根據你每個學生的
6073640	6075640	學習進度
6075640	6077640	給你適當的內容
6077640	6079640	譬如說有的人很厲害
6079640	6081640	很聰明
6081640	6083640	譬如說微積分
6083640	6085640	它一下子所有的微積分題目
6085640	6087640	它都解答得出來都對了
6087640	6089640	那能工智慧就可以下次
6089640	6091640	給你幾題的時候就可以給你
6091640	6093640	深一點的題目藍一點的題目
6093640	6095640	有的人
6095640	6097640	基礎的微分氣分都還搞不清楚
6097640	6099640	然後能工智慧
6099640	6101640	就會給你比較簡單的題目
6101640	6103640	就是這樣
6103640	6105640	不會像說現在微積分
6105640	6107640	大半上課大家以紅人
6107640	6109640	有的同學很厲害
6109640	6111640	有的同學比較不厲害
6111640	6113640	老師只能教中間一點的內容
6113640	6115640	類似這個樣子
6115640	6117640	然後自動評分
6117640	6119640	對學生的作業
6119640	6121640	策略跟考試進行自動評分
6121640	6123640	然後虛擬教學助理
6123640	6125640	就是剛剛講的
6125640	6127640	可以
6127640	6129640	透過AI來回答同學
6129640	6131640	有問題24小時都可以
6131640	6133640	就是有
6133640	6135640	每一個人都有一個24小時
6135640	6137640	隨身的助教一樣
6143640	6145640	這是應用在教育
6145640	6147640	各式各樣的應用
6147640	6149640	然後應用在能點
6149640	6151640	封用事業
6151640	6153640	可以管理這個優化配備
6153640	6155640	介紹能點
6155640	6157640	然後預設線流維護
6157640	6159640	設備什麼時候要維護
6161640	6163640	都可以用人工智慧來
6163640	6165640	安排來預測
6165640	6167640	讓它的故障
6167640	6169640	降低的套路提到
6171640	6173640	精準農業
6173640	6175640	人工智慧可以分析
6175640	6177640	你的土地
6177640	6179640	放一些些水來偵測
6179640	6181640	土地的濕度
6181640	6183640	等到濕度太乾的時候
6183640	6185640	自動灑水機就自動灑水
6185640	6187640	然後可以放
6187640	6189640	回量
6189640	6191640	譬如說氮
6191640	6193640	NOE氮
6193640	6195640	在土壤裡面的濃度
6195640	6197640	假如是回量夠了
6197640	6199640	無人機可以自動
6199640	6201640	去撕毀等等
6201640	6203640	農業的應用
6203640	6205640	然後
6205640	6207640	生續的監控
6207640	6209640	就是你養牛
6209640	6211640	養羊
6211640	6213640	透過人工智慧來監控
6213640	6215640	好,這個圖
6215640	6217640	是花蓮
6217640	6219640	花蓮的
6219640	6221640	西瓜田
6221640	6223640	花蓮
6223640	6225640	很多地方種西瓜
6225640	6227640	那西瓜田
6227640	6229640	種出來的時候
6229640	6231640	一片
6231640	6233640	西瓜成熟了
6233640	6235640	要把西瓜賣給誰
6235640	6237640	它當然
6237640	6239640	可以說自己一個一個摘
6239640	6241640	再去市場賣
6241640	6243640	通常花蓮就會
6243640	6245640	把整個西瓜田包給誰
6245640	6247640	賣給一個中盤商
6247640	6249640	就是說我這個商人
6249640	6251640	你這個這一片西瓜田
6251640	6253640	我都這樣包
6253640	6255640	但是我到底
6255640	6257640	這個西瓜田我要包多少錢
6257640	6259640	不是說花蓮
6259640	6261640	我要賣多少錢
6261640	6263640	那當然就是這一塊西瓜田
6263640	6265640	到底有幾粒西瓜有關
6265640	6267640	然後這個西瓜的利息
6267640	6269640	我要賣的錢當然越高
6269640	6271640	但是問題就是說
6271640	6273640	我這一塊西瓜田
6273640	6275640	到底有幾粒西瓜
6275640	6277640	你總不能
6277640	6279640	一顆一顆去算
6279640	6281640	好幾公頃的西瓜田
6281640	6283640	後來
6283640	6285640	有無人機之後
6285640	6287640	無人機去拍照
6287640	6289640	拍照這個西瓜田
6289640	6291640	拍照出來就有相片
6291640	6293640	然後再透過AI去
6293640	6295640	去吸收這個西瓜田
6295640	6297640	到底有幾粒西瓜
6297640	6299640	用這樣來做登記
6299640	6301640	來做交易
6301640	6303640	一個很簡單的AI
6303640	6305640	而且是實際
6305640	6307640	有太多用
6309640	6311640	那以二方面
6311640	6313640	內容的推薦
6313640	6315640	Netflix每次到
6315640	6317640	Discovery
6317640	6319640	Disney或是Netflix
6319640	6321640	就會出現影片
6321640	6323640	那這影片怎麼出現
6323640	6325640	當然就是根據你過去看
6325640	6327640	其他的推薦
6327640	6329640	然後人工智慧可以
6329640	6331640	參與電腦網路遊戲
6331640	6333640	例如說
6333640	6335640	裡面的你的對手
6335640	6337640	假如你業不厲害
6337640	6339640	你的對手就不用那麼強
6339640	6341640	你業厲害對手就可以業強
6341640	6343640	這跟人工智慧的
6343640	6345640	下體程式一樣
6345640	6347640	你可以設定他到底是多厲害
6347640	6349640	量力很厲害
6349640	6351640	你就可以設定他比你厲害
6351640	6353640	這樣下體起來
6353640	6355640	疾逢對手比較有意思
6357640	6359640	然後人力資源
6359640	6361640	聽WebSource
6361640	6363640	聘人的時候
6363640	6365640	人工智慧可以篩選這個領域
6365640	6367640	然後人工智慧
6367640	6369640	可以看人工的表現
6369640	6371640	譬如說前一陣子
6371640	6373640	美國系統大差異
6373640	6375640	臉書他要拆掉
6375640	6377640	600個人
6377640	6379640	到底要怎麼顯示600個人
6379640	6381640	給他拆掉
6381640	6383640	當然以前人事主管
6383640	6385640	就依依看每個人表現
6385640	6387640	表現不好的先拆
6387640	6389640	現在人工智慧
6389640	6391640	自己來判斷說
6391640	6393640	哪些人要被先拆掉
6393640	6395640	人工智慧判斷出來
6395640	6397640	就自動計畫
6397640	6399640	跟你說你明天又不用來
6399640	6401640	非常的
6401640	6403640	冷酷
6403640	6405640	感覺冷酷無情但是很有效力
6407640	6409640	好我想時間
6409640	6411640	差不多了
6411640	6413640	我們就散到這邊
6413640	6415640	好像下禮拜
6415640	6417640	可能是機會再
6417640	6419640	其他的再稍微介紹一下
6419640	6421640	好我們時間就用
6421640	6423640	給我們國務卿
6423640	6425640	來
6425640	6427640	謝謝
6431640	6433640	非常感謝
6433640	6435640	張少潭
6435640	6437640	他是一個AM的專家
6437640	6439640	他從AI的基礎
6439640	6441640	教會了我們很多AI的應用
6441640	6443640	然後
6443640	6445640	因為我本身是學社會學的
6445640	6447640	那最近
6447640	6449640	我有兩件事情要跟大家說明
6449640	6451640	各位不曉得
6451640	6453640	有沒有看過
6453640	6455640	湯姆克魯斯的這個
6455640	6457640	字典情傳
6457640	6459640	AI Tucson
6459640	6461640	但是在今年的
6461640	6463640	10月10號
6463640	6465640	各位可以去新聞查到
6465640	6467640	英國的一個新聞
6467640	6469640	一個青少年
6469640	6471640	他跟AI聊天
6471640	6473640	這個虛擬的聊天的旅遊
6473640	6475640	影響他去
6475640	6477640	刺殺這個英國女王
6477640	6479640	當然沒有成功
6479640	6481640	可是他被判了
6481640	6483640	9年的刑期
6483640	6485640	所以AI
6485640	6487640	校長講的AI可以馬上影響到
6487640	6489640	各位但是在這個
6489640	6491640	社會學方面他可能
6491640	6493640	不會馬上計時
6493640	6495640	會造成非常深遠的影響
6495640	6497640	所以說
6497640	6499640	我裡面我心裡面有一句話
6499640	6501640	要說給大家
6501640	6503640	三人行必有我事
6503640	6505640	但是現在可能是變成
6505640	6507640	四人行必有我事
6507640	6509640	而這個第四個人是AI的人
6509640	6511640	而這個第四個人可能會取代
6511640	6513640	前面三個人
6513640	6515640	因為他隨時都在各位身邊
6515640	6517640	好
6517640	6519640	那現在
6519640	6521640	我們再用最熱烈的掌聲
6521640	6523640	謝謝各位的校長
6523640	6525640	謝謝校長
6525640	6527640	好
6527640	6529640	好
6529640	6531640	打車之類的
6531640	6533640	大家比一個讚好了
6533640	6535640	各位同學
6535640	6537640	我們那個
6537640	6539640	拍照
6541640	6543640	那我們要先送個
6543640	6545640	自贈一個
6545640	6547640	獻唱給校長
6551640	6553640	好
6553640	6555640	好
6555640	6557640	好
6557640	6559640	好
6559640	6561640	好
6561640	6563640	好
6563640	6565640	好
6565640	6567640	好
6567640	6569640	好
6569640	6571640	好
6571640	6573640	好
6573640	6575640	好
6577640	6579640	好
6579640	6581640	好
6581640	6583640	好
6583640	6585640	好
6585640	6587640	好
6587640	6589640	好
6589640	6591640	好
6591640	6593640	好
6593640	6595640	好
6595640	6597640	好
6597640	6599640	好
6599640	6601640	好
6601640	6603640	好
6603640	6605640	好
6605640	6607640	好
6607640	6615640	謝謝,讓教長們一起跟大家拍個照片
6668640	6672640	1、2、3
6673640	6677640	張校長站
6687640	6691640	1、2、3
6692640	6695640	1、2、3
6695640	6698640	好,謝謝大家
6725640	6728640	1、2、3
